created_at,text_stopremoved,sentiment_pred,text_stemmed,topic
2025-02-14,anggaran pejabat pangkas pejabat pangkas sdm sdm kabur keluar negeri menteri lpg bersabda barang siapa kabur keluar negeri pertanda punya rasa nasionalisme netizen wkwkwk,Negatif,anggar jabat pangkas jabat pangkas sdm sdm kabur keluar negeri menteri lpg sabda barang siapa kabur keluar negeri tanda punya rasa nasionalisme netizen wkwkwk,1.0
2025-02-10,sdm pejabatnya nol pengin negara maju ikn omong kosong korupsi segala sendi pemerintahan menteri tak inovasi membangun negeri pemerintah bisnis rakyat jualan bbm listrik gas airdll,Negatif,sdm jabat nol pengin negara maju ikn omong kosong korupsi segala sendi perintah menteri tak inovasi bangun negeri perintah bisnis rakyat jual bbm listrik gas airdll,1.0
2025-02-09,g usah jauh jauh menteri sdm satu ngajarin anaknya nepotisme sejak dini ketua hipmi ketaker kan cem mana,Negatif,g usah jauh jauh menteri sdm satu ngajarin anak nepotisme sejak dini ketua hipmi ketaker kan cem mana,0.0
2025-02-09,kualitas menteri titipan mementingkan junjungan sdm rendah,Negatif,kualitas menteri titip penting junjung sdm rendah,1.0
2025-02-07,dlm mengatasi masalah polusi udara menteri klhk wajib sdm terdidik bukannya sdm mata hijau beres masalah pplusi udaranya yaa kebaikan bangsa negara ri,Positif,dlm atas masalah polusi udara menteri klhk wajib sdm didik bukan sdm mata hijau beres masalah pplusi udara yaa baik bangsa negara ri,0.0
2025-02-07,efisiensi efisiensi fasilitas publik y janganlah pak trus kapan pinternya sdm perpus cm buka setengah hari mending fasilitas pejabat publik semacam menteri dprmpr dipangkas,Negatif,efisiensi efisiensi fasilitas publik y jangan pak trus kapan pinternya sdm pus cm buka tengah hari mending fasilitas jabat publik macam menteri dprmpr pangkas,0.0
2025-02-07,pendidikan kesehatan cuma prioritas pendukung anjinggg padahal pendidikan kan aspek pending menaikan sdm anjir pejabat menteri disana karna pendidikan anjing kec wakil cuma yah gimana maju anjing,Negatif,didik sehat cuma prioritas dukung anjinggg padahal didik kan aspek pending naik sdm anjir jabat menteri sana karna didik anjing kec wakil cuma yah gimana maju anjing,1.0
2025-02-06,menteri sdm hanyalah orgnya mantan bicara mantan mulut hatinya tak m pembohong h kelicikan kelompoknya sendiri punya kebijakan preman atas rakyat tak tahu diri rakyat gaji,Negatif,menteri sdm hanya orgnya mantan bicara mantan mulut hati tak m bohong h kelici kelompok sendiri punya bijak preman atas rakyat tak tahu diri rakyat gaji,0.0
2025-02-05,menteri esdm g berwujud sdm buang ato minimal tempeleng pake gas melon gitu mukanyaaa,Negatif,menteri esdm g wujud sdm buang ato minimal tempeleng pake gas melon gitu mukanyaaa,1.0
2025-02-05,sdm pemerintahan sekarang kek apa gitu menteri,Negatif,sdm perintah sekarang kek apa gitu menteri,1.0
2025-02-05,sdm rendah menteri bgtu,Negatif,sdm rendah menteri bgtu,0.0
2025-02-04,pecat menteri sdm karna becus,Negatif,pecat menteri sdm karna becus,0.0
2025-02-04,copott bahlil goblok menteri tololl yakin kasih soal soal energi apa ngerjain bakal kasih posisi menteri sesuai bidang masing masing banyak sdm lyak cepat ganti menteri,Negatif,copott bahlil goblok menteri tololl yakin kasih soal soal energi apa ngerjain bakal kasih posisi menteri sesuai bidang masing masing banyak sdm lyak cepat ganti menteri,1.0
2025-02-04,copott bahlil goblok menteri tololl yakin kasih soal soal energi apa ngerjain bakal kasih posisi menteri sesuai bidang masing masing banyak sdm lyak cepat ganti menteri,Negatif,copott bahlil goblok menteri tololl yakin kasih soal soal energi apa ngerjain bakal kasih posisi menteri sesuai bidang masing masing banyak sdm lyak cepat ganti menteri,
2025-02-04,copott bahlil goblok menteri tololl yakin kasih soal soal energi apa ngerjain bakal kasih posisi menteri sesuai bidang masing masing banyak sdm lyak cepat ganti menteri,Negatif,copott bahlil goblok menteri tololl yakin kasih soal soal energi apa ngerjain bakal kasih posisi menteri sesuai bidang masing masing banyak sdm lyak cepat ganti menteri,
2025-02-04,copott bahlil goblok menteri tololl yakin kasih soal soal energi apa ngerjain bakal kasih posisi menteri sesuai bidang masing masing banyak sdm lyak cepat ganti menteri,Negatif,copott bahlil goblok menteri tololl yakin kasih soal soal energi apa ngerjain bakal kasih posisi menteri sesuai bidang masing masing banyak sdm lyak cepat ganti menteri,
2025-02-04,maju terus paaakk rakyat kismin dibikin susah terus miskinkan segera koruptor jangan beratinya rakyat kismin susah terus zaman digital kaya zaman batu menteri ber sdm rendah,Negatif,maju terus paaakk rakyat kismin bikin susah terus miskin segera koruptor jangan berat rakyat kismin susah terus zaman digital kaya zaman batu menteri ber sdm rendah,1.0
2025-02-04,aturan belom malah terapkan susah rakyat aje luh bahlul harusnya koordinasi dulu kebijakan presiden jgn bilang jgn bawa presiden menteri sdm rendah,Negatif,atur bom malah terap susah rakyat aje luh bahlul harus koordinasi dulu bijak presiden jgn bilang jgn bawa presiden menteri sdm rendah,1.0
2025-02-04,setaraf menteri memikirkan akibat bener sebaiknya stop masa tugasnya diganti ama lbh baik lbh handal sdm kemampuan sprti gaji ump banyak lbh cerdas lbh good looking pecat,Negatif,taraf menteri pikir akibat bener baik stop masa tugas ganti ama lbh baik lbh handal sdm mampu sprti gaji ump banyak lbh cerdas lbh good looking pecat,0.0
2025-02-04,min sdm indonesia banyak mumpuni pecat menteri,Positif,min sdm indonesia banyak mumpuni pecat menteri,0.0
2025-02-04,copott bahlil goblok menteri tololl yakin kasih soal soal energi apa ngerjain bakal kasih posisi menteri sesuai bidang masing masing banyak sdm lyak cepat ganti menteri,Negatif,copott bahlil goblok menteri tololl yakin kasih soal soal energi apa ngerjain bakal kasih posisi menteri sesuai bidang masing masing banyak sdm lyak cepat ganti menteri,
2025-02-04,tag menteri sdm rendah gigi jarang lihat tuh video ibu berkorban antri beli gas diagen rakyat dibikin sulit hidup menjerit gas pengecer beli diagen malah korban,Negatif,tag menteri sdm rendah gigi jarang lihat tuh video ibu korban antri beli gas agen rakyat bikin sulit hidup jerit gas ecer beli agen malah korban,0.0
2025-02-03,menteri esdm bahlul sdm rendah,Negatif,menteri esdm bahlul sdm rendah,1.0
2025-02-03,otak tumpul mu emang kerja diganti pak banyaakkk sdm layak menteri diaa banyak anak muda bangsa punya skil kyak,Negatif,otak tumpul mu emang kerja ganti pak banyaakkk sdm layak menteri diaa banyak anak muda bangsa punya skil kyak,0.0
2025-02-03,sdm rendah menteri gini,Negatif,sdm rendah menteri gin,0.0
2025-01-28,kalian merasa pintar yah kumpul dong gimana lulusan sdh siap kerja gimana caranya ganti kurikulum ganti menteri kalian ngk akur ngk duduk bareng sdm anak bangsa mumpuni kalian malah menyalahkan anak didik,Negatif,kalian rasa pintar yah kumpul dong gimana lulus sdh siap kerja gimana cara ganti kurikulum ganti menteri kalian ngk akur ngk duduk bareng sdm anak bangsa mumpuni kalian malah salah anak didik,0.0
2025-01-26,china keren tiongkok utara kesulitan air sungainya dipindahkan konoha teknologinya dibeli sdm luar dikontrak digaji uangnya pake ngutang dapet fee dehh ttd preshut presiden hutang menhut menteri hutang,Negatif,china keren tiongkok utara sulit air sungai pindah konoha teknologi beli sdm luar kontrak gaji uang pake ngutang dapet fee dehh ttd preshut presiden hutang menhut menteri hutang,1.0
2025-01-23,sdm rendah bukannya kaubanci kere dungu tukang tipu banci kere sdh terbukti kau dungu sdh terbukti tukang tipu sgt terbukti sdh benar bilang pak menteri low quality,Negatif,sdm rendah bukan banci kere dungu tukang tipu banci kere sdh bukti kau dungu sdh bukti tukang tipu sgt bukti sdh benar bilang pak menteri low quality,0.0
2025-01-22,penjelasan pak menteri ketahuan klu penguasa singapore sdm rendah,Negatif,jelas pak menteri tahu klu kuasa singapore sdm rendah,0.0
2025-01-22,memangnya sdm bermasalah sdm bermasalah banyak menteri wamen stafsus,Negatif,memang sdm masalah sdm masalah banyak menteri wamen stafsus,0.0
2025-01-21,memperlakukan rakyat indonesia ala sdm an logika berpikir paling tinggi dripada rakyat semakin tuh menteri banyak bacot semakin menunjukkan kejahatannya,Negatif,laku rakyat indonesia ala sdm an logika pikir paling tinggi dripada rakyat makin tuh menteri banyak bacot makin tunjuk jahat,0.0
2025-01-21,sdm menteri gub bup walikota camat kepaladesa lurah bermental rendahan,Negatif,sdm menteri gub bup walikota camat kepaladesa lurah mental rendah,0.0
2025-01-21,om owo apa ngga cari info dulu waktu jadiin menteri perasaan problematik kabinet skrg sdh gada lagikah sdm benar negara,Negatif,om owo apa ngga cari info dulu waktu jadiin menteri asa problematik kabinet skrg sdh gada lagi sdm benar negara,0.0
2025-01-20,mencela menteri coba lah pikirkan baik asn disana suci hidup tak selalu hitam putih hitam hitam saling baku hantam berebut lahan basah sdm sampah tol,Negatif,cela menteri coba lah pikir baik asn sana suci hidup tak selalu hitam putih hitam hitam saling baku hantam rebut lahan basah sdm sampah tol,1.0
2025-01-20,banyak lah diluar sana sdm loyal dijadikan menteri kkp,Negatif,banyak lah luar sana sdm loyal jadi menteri kkp,0.0
2025-01-20,sia selama rakyat bayar pajak ngegaji menteri ber sdm rendah,Negatif,sia lama rakyat bayar pajak ngegaji menteri ber sdm rendah,0.0
2025-01-19,wahhhh berani menteri kasih pernyataan bertentangan kebijakan presiden indonesia kekurangan sdm menteri kkp,Negatif,wahhhh berani menteri kasih nyata tentang bijak presiden indonesia kurang sdm menteri kkp,1.0
2025-01-19,semoga pengendalian polusi udara jakarta maximal semoga banyak cerdas bersuara memperhatikan pencemaran udara lingkungan semoga pemerintah ri skrg berkomitment khusus unt mengatasi polusi udara menggunakan sdm menteri memgerti bidang,Positif,moga kendali polusi udara jakarta maximal moga banyak cerdas suara perhati cemar udara lingkung moga perintah ri skrg berkomitment khusus unt atas polusi udara guna sdm menteri memgerti bidang,0.0
2025-01-15,sekalas menteri bisabisanya loh ngga nge track record sekelas kementrian sumber dayanya tak terbatas bu memang lantik staf khusus memang pns kementrian ibu sdm ngga apa,Negatif,kalas menteri bisabisanya loh ngga nge track record kelas tri sumber daya tak batas bu memang lantik staf khusus memang pns tri ibu sdm ngga apa,0.0
2025-01-14,pemerintah faham pitensi sdm sda mana faham milih menteri kacau bedebah,Negatif,perintah faham pitensi sdm sda mana faham milih menteri kacau bedebah,0.0
2025-01-08,tampil carmuk didepan ps padahal tugas menteri sdm rendah,Negatif,tampil carmuk depan ps padahal tugas menteri sdm rendah,1.0
2025-01-04,instansi bagus buruk perlu dibuburakan instansi sdm buruknya sdm dibuktikan mantan menteri ignasius jonan,Negatif,instansi bagus buruk perlu dibuburakan instansi sdm buruk sdm bukti mantan menteri ignasius jonan,0.0
2025-01-03,tiap thn malah dpt menteri sdm rendah kompeten sekali bidangnya cm jabatan balas budi,Negatif,tiap thn malah dpt menteri sdm rendah kompeten sekali bidang cm jabat balas budi,1.0
2025-01-02,susah scr tujuan utamanya uang menjaga keseimbangan alam sdm menteri kompeten bidangnya memikirkan keseimbangan ekosistem hutan kehidupan warga disekitar,Negatif,susah scr tuju utama uang jaga imbang alam sdm menteri kompeten bidang pikir imbang ekosistem hutan hidup warga sekitar,0.0
2025-01-02,angkat menteri apa indonesia dah kehabidan sdm,Negatif,angkat menteri apa indonesia dah kehabidan sdm,0.0
2025-01-02,allah org sdm rendah kek gini bs menteri,Negatif,allah org sdm rendah kek gin bs menteri,1.0
2025-10-24,buruk dimaklumi akhirnya normalisasi awal kehancuran jati diri manusia kasihan bahlil layak manusia standar,Negatif,buruk maklum akhir normalisasi awal hancur jati diri manusia kasihan bahlil layak manusia standar,0.0
2025-10-24,abdinya bahlil coba,Netral,abdi bahlil coba,1.0
2025-10-24,bumi gonjang ganjing bahlil kek anjing,Negatif,bumi gonjang ganjing bahlil kek anjing,2.0
2025-10-24,suka semuanya suka serenity irene xueer bintang ternak akunmu akun buzzer bahlil,Positif,suka semua suka serenity irene xueer bintang ternak akun akun buzzer bahlil,1.0
2025-10-24,tinggal lihat polisi apa reaksi laporan meme pak bahlil apa tanggapi gercep,Negatif,tinggal lihat polisi apa reaksi lapor meme pak bahlil apa tanggap gercep,0.0
2025-10-24,amboi amboooii bahlil sok iyess ditanyain siapa ngasi izin tambang raja ampat malah kicep takut ditabok raja jawa,Negatif,amboi amboooii bahlil sok iyess ditanyain siapa ngasi izin tambang raja ampat malah kicep takut tabok raja jawa,0.0
2025-10-24,kata lucu dimaafin bahlil,Negatif,kata lucu dimaafin bahlil,1.0
2025-10-24,semangat pagi semangat menjemput rezeki happy weekend semuanya bahlil,Positif,semangat pagi semangat jemput rezeki happy weekend semua bahlil,1.0
2025-10-24,bahlil golkar sangat layak diserang dilecehkan,Negatif,bahlil golkar sangat layak serang leceh,0.0
2025-10-24,lohk kirain enih ekon bahlil,Positif,lohk kirain enih ekon bahlil,0.0
2025-10-24,gwe males gawe anjirrr,Negatif,gwe males gawe anjirrr,2.0
2025-10-24,gess berhenti bilang kek goblin tuh jahat yaa selayaknya bahlil gituu,Negatif,gess henti bilang kek goblin tuh jahat yaa layak bahlil gituu,0.0
2025-10-24,lawakan ngepass pejabat ibarat pemain sepak bola baru tau bahlil lahir planet namex hahaha,Negatif,lawa ngepass jabat ibarat main sepak bola baru tau bahlil lahir planet namex hahaha,1.0
2025-10-24,me kecewa jauh jauh tmii subuh bahlil tau gitu me tidur rumah main roplok,Negatif,me kecewa jauh jauh tmii subuh bahlil tau gitu me tidur rumah main roplok,0.0
2025-10-24,ngakak bilang bahlil suruh tahan napas wkwk,Negatif,ngakak bilang bahlil suruh tahan napas wkwk,1.0
2025-10-24,mamah robin hati culik bahlil,Negatif,mamah robin hati culik bahlil,1.0
2025-10-24,bahlil cuma nyari pembenaran atas perilakunya tau tu salah bukannya teladan malah ikut ikutan arus sistem rusak,Negatif,bahlil cuma nyari benar atas perilaku tau tu salah bukan teladan malah ikut ikut arus sistem rusak,0.0
2025-10-24,dingin asw,Negatif,dingin asw,0.0
2025-10-24,free transfer kan kakanda bahlil instansi capek jelata,Negatif,free transfer kan kakanda bahlil instansi capek jelata,2.0
2025-10-24,ngomongg gini tinggal balesa pantes wapres gibran menteri bahlil,Negatif,ngomongg gin tinggal balesa pantes wapres gibran menteri bahlil,1.0
2025-10-24,pandang ras emang ngatain beda ras mutlak bahlil,Negatif,pandang ras emang ngatain beda ras mutlak bahlil,0.0
2025-10-24,bahlil targetkan lelang epc gas masela tahun,Netral,bahlil target lelang epc gas masela tahun,0.0
2025-10-24,biar bang pengen nemenin bahlil hisab besok,Netral,biar bang ken nemenin bahlil hisab besok,1.0
2025-10-24,menteri bahlil pastikan kuota impor bbm swasta tetap persen,Netral,menteri bahlil pasti kuota impor bbm swasta tetap persen,1.0
2025-10-24,se gasuka pak bahlil omongan benernya loh,Negatif,se gasuka pak bahlil omong benernya loh,0.0
2025-10-24,meme bahlil ganteng,Netral,meme bahlil ganteng,2.0
2025-10-24,standard etika demokrasi standard politisi macam bahlil gibran luhut pejabat,Negatif,standard etika demokrasi standard politis macam bahlil gibran luhut jabat,0.0
2025-10-24,bahlil bahlul,Negatif,bahlil bahlul,1.0
2025-10-24,klaim install apk caranya spay plus login akun ffjwvwp promo job zonauang tom lembong gibran bahlil jokowi purbaya luhut anies budi arie hyunjin,Netral,klaim install apk cara spay plus login akun ffjwvwp promo job zonauang tom lembong gibran bahlil jokowi purbaya luhut anies budi arie hyunjin,2.0
2025-10-24,nyebarin meme maafin bahlil ygy,Negatif,nyebarin meme maafin bahlil ygy,1.0
2025-10-24,tahun idrus marham bahlil lahadalia berhasil percepat reformasi tata kelola tambang energi wakil ketua umum dpp partai golkar idrus marham,Netral,tahun idrus marham bahlil lahadalia hasil cepat reformasi tata kelola tambang energi wakil ketua umum dpp partai golkar idrus marham,0.0
2025-10-24,ingat bahlil ingat lumpur lapindo,Netral,ingat bahlil ingat lumpur lapindo,1.0
2025-10-24,lil bahlil jr,Netral,lil bahlil jr,2.0
2025-10-24,rp dpt install apk caranya spay plus login akun ffjwvwp job zonauang ran takahashi gibran bahlil jokowi purbaya luhut anies budi arie timnas,Netral,rp dpt install apk cara spay plus login akun ffjwvwp job zonauang ran takahashi gibran bahlil jokowi purbaya luhut anies budi arie timnas,2.0
